DataMessageGUID,SensorID,Sensor Name,Date,Value,Formatted Value,Battery,Raw Data,Sensor State,GatewayID,Alert Sent,Signal Strength,Voltage
22bc42fd-705a-4b84-9291-50851caaf87f,687746,COMPUTER_ROOM-2,07/24/2023 17:00,185.04,185.04 lux,100,185.04|True|0,0,965435,FALSE,90,3.01
89ba0366-eb83-4658-bfa2-0ff5b4c2f723,687746,COMPUTER_ROOM-2,07/24/2023 16:40,184.96,184.96 lux,100,184.96|True|0,0,965435,FALSE,82,3
cddcc119-feb7-43bb-9ca5-7d1195a1fe26,687746,COMPUTER_ROOM-2,07/24/2023 16:20,185.04,185.04 lux,100,185.04|True|0,0,965435,FALSE,86,3
5d831fa0-0509-4f55-8e40-8197f0851cdc,687746,COMPUTER_ROOM-2,07/24/2023 16:00,185.12,185.12 lux,100,185.12|True|0,0,965435,FALSE,88,3
63e43fab-5861-42f2-a6e2-561583cf5544,687746,COMPUTER_ROOM-2,07/24/2023 15:40,184.96,184.96 lux,100,184.96|True|0,0,965435,FALSE,87,3.01
2ff53858-d67c-4006-b102-ad1e3d5bb1b2,687746,COMPUTER_ROOM-2,07/24/2023 15:20,184.96,184.96 lux,100,184.96|True|0,0,965435,FALSE,88,3
c83ab652-9450-4c15-b6c3-53436e677452,687746,COMPUTER_ROOM-2,07/24/2023 15:00,185.04,185.04 lux,100,185.04|True|0,0,965435,FALSE,82,3
0a8dd7db-0d14-49ce-8ae1-9ef50ab8a094,687746,COMPUTER_ROOM-2,07/24/2023 14:40,185.12,185.12 lux,100,185.12|True|0,0,965435,FALSE,87,3.01
e1875c63-d9a5-4d13-8698-bfb38d7a0ea0,687746,COMPUTER_ROOM-2,07/24/2023 14:20,185.12,185.12 lux,100,185.12|True|0,0,965435,FALSE,90,3.01
3f1e7ae1-d815-421f-815f-539ceb9abd5d,687746,COMPUTER_ROOM-2,07/24/2023 14:00,184.96,184.96 lux,100,184.96|True|0,0,965435,FALSE,90,3.01
ae8495e7-b635-4c3b-a679-684c97b137ae,687746,COMPUTER_ROOM-2,07/24/2023 13:40,185.04,185.04 lux,100,185.04|True|0,0,965435,FALSE,89,3
4b2f09ce-2da5-44ee-aa54-cff5b14a92e1,687746,COMPUTER_ROOM-2,07/24/2023 13:20,185.04,185.04 lux,100,185.04|True|0,0,965435,FALSE,90,3
34b6df11-7d1a-4e42-a187-29d3f4dfeb8b,687746,COMPUTER_ROOM-2,07/24/2023 13:00,185.04,185.04 lux,100,185.04|True|0,0,965435,FALSE,90,3
eebd434a-721c-4369-b8de-dd202bad6c96,687746,COMPUTER_ROOM-2,07/24/2023 12:40,185.12,185.12 lux,100,185.12|True|0,0,965435,FALSE,90,3.01
3b9da781-9ae8-4e69-8d47-6375a87a69cf,687746,COMPUTER_ROOM-2,07/24/2023 12:20,185.2,185.2 lux,100,185.2|True|0,0,965435,FALSE,91,3
1edeb101-cf14-422b-88c7-af9636b1a88c,687746,COMPUTER_ROOM-2,07/24/2023 12:00,185.12,185.12 lux,100,185.12|True|0,0,965435,FALSE,89,3
c8125b2a-a582-4a03-810a-5334a2f7508f,687746,COMPUTER_ROOM-2,07/24/2023 11:40,185.04,185.04 lux,100,185.04|True|0,0,965435,FALSE,90,3
2b008b25-2bfd-46b1-b170-b616d8f346b3,687746,COMPUTER_ROOM-2,07/24/2023 11:20,184.96,184.96 lux,100,184.96|True|0,0,965435,FALSE,89,3
a1dde26a-abe5-4840-a753-0d7e3db63678,687746,COMPUTER_ROOM-2,07/24/2023 11:00,185.04,185.04 lux,100,185.04|True|0,0,965435,FALSE,91,3.01
a7273342-d11f-48f0-a085-3ee65aed07ff,687746,COMPUTER_ROOM-2,07/24/2023 10:40,185.12,185.12 lux,100,185.12|True|0,0,965435,FALSE,93,3
4f5eca3e-9e61-41fd-bfb6-81d3dd066f3b,687746,COMPUTER_ROOM-2,07/24/2023 10:20,185.28,185.28 lux,100,185.28|True|0,0,965435,FALSE,92,3.01
62514878-83cd-4b65-8878-af3c98517c89,687746,COMPUTER_ROOM-2,07/24/2023 10:00,185.04,185.04 lux,100,185.04|True|0,0,965435,FALSE,93,3
3dce9e73-fd8f-46bc-a2fe-b4262c292789,687746,COMPUTER_ROOM-2,07/24/2023 09:40,185.12,185.12 lux,100,185.12|True|0,0,965435,FALSE,92,3
4088564f-31f1-409f-9305-a698fd2a5287,687746,COMPUTER_ROOM-2,07/24/2023 09:20,184.88,184.88 lux,100,184.88|True|0,0,965435,FALSE,91,3
e4689658-bc54-462e-9fb0-b9598a0018d6,687746,COMPUTER_ROOM-2,07/24/2023 09:00,185.2,185.2 lux,100,185.2|True|0,0,965435,FALSE,92,3
5cf1279d-6fd7-490d-9f57-874ce6f536be,687746,COMPUTER_ROOM-2,07/24/2023 08:40,185.04,185.04 lux,100,185.04|True|0,0,965435,FALSE,90,3.01
ef859efe-af51-4ec4-b180-85b9c92b31fc,687746,COMPUTER_ROOM-2,07/24/2023 08:20,185.12,185.12 lux,100,185.12|True|0,0,965435,FALSE,94,3
7d0d6375-cbf8-471d-a225-6c75c78af7f8,687746,COMPUTER_ROOM-2,07/24/2023 08:00,185.2,185.2 lux,100,185.2|True|0,0,965435,FALSE,93,3
582b5530-412f-4507-8270-6a60b5f17f16,687746,COMPUTER_ROOM-2,07/24/2023 07:40,184.96,184.96 lux,100,184.96|True|0,0,965435,FALSE,92,3.01
7c26d94e-b355-415d-82e9-27471e1ad76c,687746,COMPUTER_ROOM-2,07/24/2023 07:20,185.2,185.2 lux,100,185.2|True|0,0,965435,FALSE,90,3
f874afbc-5891-4d5f-8fa5-f422b55f1e10,687746,COMPUTER_ROOM-2,07/24/2023 07:00,185.12,185.12 lux,100,185.12|True|0,0,965435,FALSE,88,3
24b270a8-7916-4d4a-986a-e3e5d27d6cf6,687746,COMPUTER_ROOM-2,07/24/2023 06:40,185.04,185.04 lux,100,185.04|True|0,0,965435,FALSE,92,3.01
06be068f-fd95-4b4d-a02a-0a502ec8a428,687746,COMPUTER_ROOM-2,07/24/2023 06:20,185.04,185.04 lux,100,185.04|True|0,0,965435,FALSE,91,3
03ac97d8-5402-489a-b933-31183c7f3f3b,687746,COMPUTER_ROOM-2,07/24/2023 06:00,185.04,185.04 lux,100,185.04|True|0,0,965435,FALSE,89,3.01
70346bfb-6f3f-40cf-a363-c37eadca832a,687746,COMPUTER_ROOM-2,07/24/2023 05:40,185.28,185.28 lux,100,185.28|True|0,0,965435,FALSE,90,3.01
74c8d571-a8fd-4e87-acd8-910ce4105c6e,687746,COMPUTER_ROOM-2,07/24/2023 05:20,185.12,185.12 lux,100,185.12|True|0,0,965435,FALSE,90,3
d36c7661-27c8-44a8-97ed-9794a01f7c5d,687746,COMPUTER_ROOM-2,07/24/2023 05:00,184.96,184.96 lux,100,184.96|True|0,0,965435,FALSE,89,3.01
85d063e4-d205-4388-b1a0-3ac92995c64b,687746,COMPUTER_ROOM-2,07/24/2023 04:40,185.2,185.2 lux,100,185.2|True|0,0,965435,FALSE,91,3.01
aca920de-f044-4843-b018-5b57d65833d3,687746,COMPUTER_ROOM-2,07/24/2023 04:20,185.04,185.04 lux,100,185.04|True|0,0,965435,FALSE,90,3.01
10c803b9-6034-45b4-85b7-33eec7fd2a09,687746,COMPUTER_ROOM-2,07/24/2023 04:00,185.12,185.12 lux,100,185.12|True|0,0,965435,FALSE,90,3.01
be47a696-8659-4d64-ac4e-3e62c4dfe582,687746,COMPUTER_ROOM-2,07/24/2023 03:40,185.04,185.04 lux,100,185.04|True|0,0,965435,FALSE,89,3.01
eb435b6c-a8e4-4475-a24b-661eda3bf82b,687746,COMPUTER_ROOM-2,07/24/2023 03:20,184.88,184.88 lux,100,184.88|True|0,0,965435,FALSE,90,3.01
ff328e45-86ab-4ec1-b447-80ba6dc42a2e,687746,COMPUTER_ROOM-2,07/24/2023 03:00,185.12,185.12 lux,100,185.12|True|0,0,965435,FALSE,89,3
e01a4c06-04d9-4b4b-bb8e-9eea37909ea7,687746,COMPUTER_ROOM-2,07/24/2023 02:40,185.2,185.2 lux,100,185.2|True|0,0,965435,FALSE,91,3.01
6e62f143-a04e-4bec-b9fa-861ec2523dd2,687746,COMPUTER_ROOM-2,07/24/2023 02:20,185.2,185.2 lux,100,185.2|True|0,0,965435,FALSE,92,3.01
b9799a5b-623c-4cfa-b06a-c203147f018b,687746,COMPUTER_ROOM-2,07/24/2023 02:00,184.88,184.88 lux,100,184.88|True|0,0,965435,FALSE,90,3.01
83cd558a-2b68-4ee3-8aa6-6f20381a85bf,687746,COMPUTER_ROOM-2,07/24/2023 01:40,184.96,184.96 lux,100,184.96|True|0,0,965435,FALSE,88,3.01
cec0f5c0-9675-4f2b-9a75-53436c4078ee,687746,COMPUTER_ROOM-2,07/24/2023 01:20,185.12,185.12 lux,100,185.12|True|0,0,965435,FALSE,90,3.01
60f4294e-9060-4dff-a8fe-cb1b2d277bcb,687746,COMPUTER_ROOM-2,07/24/2023 01:00,185.2,185.2 lux,100,185.2|True|0,0,965435,FALSE,90,3.01
87afc734-6ab1-441f-ae5b-5b35937e84ba,687746,COMPUTER_ROOM-2,07/24/2023 00:40,184.96,184.96 lux,100,184.96|True|0,0,965435,FALSE,89,3.01
e8f4bb14-a417-4987-825d-246a494c60eb,687746,COMPUTER_ROOM-2,07/24/2023 00:20,185.12,185.12 lux,100,185.12|True|0,0,965435,FALSE,92,3.01
704ade29-7c31-452a-9015-a6d5813aa219,687746,COMPUTER_ROOM-2,07/24/2023 00:00,185.04,185.04 lux,100,185.04|True|0,0,965435,FALSE,91,3.01
449a3484-1c90-4819-9b18-773ce67aea67,687746,COMPUTER_ROOM-2,07/23/2023 23:40,185.12,185.12 lux,100,185.12|True|0,0,965435,FALSE,90,3.01
b6abd8bc-7501-4884-b27d-cc25d7a314b3,687746,COMPUTER_ROOM-2,07/23/2023 23:20,185.12,185.12 lux,100,185.12|True|0,0,965435,FALSE,90,3
22a5ac29-2446-4b13-b47c-82e40add2479,687746,COMPUTER_ROOM-2,07/23/2023 23:00,184.96,184.96 lux,100,184.96|True|0,0,965435,FALSE,90,3.01
8e4c6047-97e5-4b41-8a46-6242adeea8b2,687746,COMPUTER_ROOM-2,07/23/2023 22:40,185.04,185.04 lux,100,185.04|True|0,0,965435,FALSE,92,3.01
a9f6241b-22dc-43df-9867-9c67f3b39e52,687746,COMPUTER_ROOM-2,07/23/2023 22:20,184.88,184.88 lux,100,184.88|True|0,0,965435,FALSE,92,3.01
cc149d76-19b1-4bb9-a8d1-6c117c276457,687746,COMPUTER_ROOM-2,07/23/2023 22:00,185.2,185.2 lux,100,185.2|True|0,0,965435,FALSE,93,3
82551b5e-b6bf-4ce3-b483-07e528771803,687746,COMPUTER_ROOM-2,07/23/2023 21:40,185.12,185.12 lux,100,185.12|True|0,0,965435,FALSE,92,3.01
e1756f48-bafb-46d7-becc-5c661c3c96fc,687746,COMPUTER_ROOM-2,07/23/2023 21:20,185.12,185.12 lux,100,185.12|True|0,0,965435,FALSE,94,3.01
d52fdb2b-dc94-4b57-a970-402fc9333c3e,687746,COMPUTER_ROOM-2,07/23/2023 21:00,184.96,184.96 lux,100,184.96|True|0,0,965435,FALSE,92,3
55c1dda1-2482-4769-ba89-f171416c0e41,687746,COMPUTER_ROOM-2,07/23/2023 20:40,184.96,184.96 lux,100,184.96|True|0,0,965435,FALSE,91,3.01
24da95b6-a1ed-4fbe-98fe-2dbdf7ca51a7,687746,COMPUTER_ROOM-2,07/23/2023 20:20,184.96,184.96 lux,100,184.96|True|0,0,965435,FALSE,93,3
d2815b7e-e5de-48a1-a8c6-a3b681ddad6e,687746,COMPUTER_ROOM-2,07/23/2023 20:00,185.2,185.2 lux,100,185.2|True|0,0,965435,FALSE,94,3.01
bee6fc13-5119-462a-b908-5a279adcd54f,687746,COMPUTER_ROOM-2,07/23/2023 19:40,184.96,184.96 lux,100,184.96|True|0,0,965435,FALSE,92,3.01
c9a9a939-1956-47db-b7c4-7c5b18a53c83,687746,COMPUTER_ROOM-2,07/23/2023 19:20,185.04,185.04 lux,100,185.04|True|0,0,965435,FALSE,92,3.01
17bd2903-eb82-45bb-b28b-06797882b57b,687746,COMPUTER_ROOM-2,07/23/2023 19:00,185.28,185.28 lux,100,185.28|True|0,0,965435,FALSE,90,3.01
23f1cd63-3a6e-417f-b350-3d2b9ba25933,687746,COMPUTER_ROOM-2,07/23/2023 18:40,185.12,185.12 lux,100,185.12|True|0,0,965435,FALSE,94,3.01
59c617e3-4e99-4ad8-abe8-a2e4a094ef4e,687746,COMPUTER_ROOM-2,07/23/2023 18:20,185.04,185.04 lux,100,185.04|True|0,0,965435,FALSE,92,3.01
f22442f2-8068-4a52-87d0-fd19c5545f10,687746,COMPUTER_ROOM-2,07/23/2023 18:00,185.28,185.28 lux,100,185.28|True|0,0,965435,FALSE,94,3.01
1f0eca13-1d33-4736-998c-d6a3a8071868,687746,COMPUTER_ROOM-2,07/23/2023 17:40,185.2,185.2 lux,100,185.2|True|0,0,965435,FALSE,93,3.01
8d0cc685-eb72-48ab-8446-089f537cc061,687746,COMPUTER_ROOM-2,07/23/2023 17:20,185.04,185.04 lux,100,185.04|True|0,0,965435,FALSE,90,3.01
2ff19b68-b6f4-4306-ac0d-c936d32384c5,687746,COMPUTER_ROOM-2,07/23/2023 17:00,185.44,185.44 lux,100,185.44|True|0,0,965435,FALSE,88,3.01
03f1f97e-6e43-43e3-b27d-7fb0b80ca784,687746,COMPUTER_ROOM-2,07/23/2023 16:40,185.2,185.2 lux,100,185.2|True|0,0,965435,FALSE,91,3.01
b4c9f665-93b5-402b-8e89-bfaa366d4775,687746,COMPUTER_ROOM-2,07/23/2023 16:20,185.04,185.04 lux,100,185.04|True|0,0,965435,FALSE,89,3.01
21486c0a-31a7-4036-9095-ca273606feaa,687746,COMPUTER_ROOM-2,07/23/2023 16:00,185.28,185.28 lux,100,185.28|True|0,0,965435,FALSE,90,3.01
09e738c1-4334-45f6-a2a3-66a0a7d07433,687746,COMPUTER_ROOM-2,07/23/2023 15:40,185.12,185.12 lux,100,185.12|True|0,0,965435,FALSE,89,3.01
4b2ed2ec-c21e-4fc0-8f85-90cff20ae98a,687746,COMPUTER_ROOM-2,07/23/2023 15:20,185.2,185.2 lux,100,185.2|True|0,0,965435,FALSE,92,3.01
e08814d1-5705-4d39-81a0-17d2c9328a86,687746,COMPUTER_ROOM-2,07/23/2023 15:00,185.28,185.28 lux,100,185.28|True|0,0,965435,FALSE,89,3.01
977495a7-0fad-44dc-ace2-e5cbaead4494,687746,COMPUTER_ROOM-2,07/23/2023 14:40,185.12,185.12 lux,100,185.12|True|0,0,965435,FALSE,88,3.01
7b8630ef-0fdc-4a01-94f4-6f66df619997,687746,COMPUTER_ROOM-2,07/23/2023 14:20,185.28,185.28 lux,100,185.28|True|0,0,965435,FALSE,90,3.01
91535696-02ef-40bd-b246-81c28d03be3f,687746,COMPUTER_ROOM-2,07/23/2023 14:00,185.6,185.6 lux,100,185.6|True|0,0,965435,FALSE,84,3.01
51c5cc77-bb47-41f0-b81b-45bc458b7a08,687746,COMPUTER_ROOM-2,07/23/2023 13:40,185.36,185.36 lux,100,185.36|True|0,0,965435,FALSE,92,3.01
74d190ff-47fd-4569-b798-898ef9b0b263,687746,COMPUTER_ROOM-2,07/23/2023 13:20,185.28,185.28 lux,100,185.28|True|0,0,965435,FALSE,89,3.01
3b662e90-f55f-4753-82e5-6e1a4b355cc0,687746,COMPUTER_ROOM-2,07/23/2023 13:00,185.44,185.44 lux,100,185.44|True|0,0,965435,FALSE,85,3.01
0889604e-cbd3-4c59-a68c-76433710014e,687746,COMPUTER_ROOM-2,07/23/2023 12:40,185.2,185.2 lux,100,185.2|True|0,0,965435,FALSE,90,3.01
df2930ff-3095-4ee7-b698-02b68dd919b8,687746,COMPUTER_ROOM-2,07/23/2023 12:20,185.04,185.04 lux,100,185.04|True|0,0,965435,FALSE,88,3.01
7bdb5c64-a26b-4ad3-8838-a53039d24938,687746,COMPUTER_ROOM-2,07/23/2023 12:00,185.36,185.36 lux,100,185.36|True|0,0,965435,FALSE,81,3.01
fc7a2558-3b46-4f63-ab51-1a752ccc7d67,687746,COMPUTER_ROOM-2,07/23/2023 11:40,185.12,185.12 lux,100,185.12|True|0,0,965435,FALSE,89,3.01
10e99d93-2c97-4ca3-9239-446bfcbb46d9,687746,COMPUTER_ROOM-2,07/23/2023 11:20,185.28,185.28 lux,100,185.28|True|0,0,965435,FALSE,80,3.01
abbe9198-ed1b-4ec0-ae92-c284c5ec14b8,687746,COMPUTER_ROOM-2,07/23/2023 11:00,185.28,185.28 lux,100,185.28|True|0,0,965435,FALSE,86,3.01
2b056f38-e6d6-465b-bfb1-099b952c461b,687746,COMPUTER_ROOM-2,07/23/2023 10:40,185.36,185.36 lux,100,185.36|True|0,0,965435,FALSE,84,3.01
2b46073e-b4d7-452f-859c-34f31de16221,687746,COMPUTER_ROOM-2,07/23/2023 10:20,185.2,185.2 lux,100,185.2|True|0,0,965435,FALSE,86,3.01
a5735331-aca1-401e-87fc-b400c2958363,687746,COMPUTER_ROOM-2,07/23/2023 10:00,185.2,185.2 lux,100,185.2|True|0,0,965435,FALSE,87,3.01
785f1bc9-7f35-434d-93a1-23dc0b55a0eb,687746,COMPUTER_ROOM-2,07/23/2023 09:40,183.52,183.52 lux,100,183.52|True|0,0,965435,FALSE,95,3.01
bed65020-c022-48aa-b0c7-155374c4d8be,687746,COMPUTER_ROOM-2,07/23/2023 09:20,185.12,185.12 lux,100,185.12|True|0,0,965435,FALSE,90,3.01
c0c88115-1d0c-4608-a827-e5cd07345b8c,687746,COMPUTER_ROOM-2,07/23/2023 09:00,185.12,185.12 lux,100,185.12|True|0,0,965435,FALSE,80,3.01
22f194d7-1877-4aaa-baab-893488e32e77,687746,COMPUTER_ROOM-2,07/23/2023 08:40,184.96,184.96 lux,100,184.96|True|0,0,965435,FALSE,92,3.01
d46a7d7b-eff9-478e-b25f-d6619498a402,687746,COMPUTER_ROOM-2,07/23/2023 08:20,185.04,185.04 lux,100,185.04|True|0,0,965435,FALSE,91,3.01
5b7549f5-4cd5-4994-82be-c48da5d41144,687746,COMPUTER_ROOM-2,07/23/2023 08:00,184.96,184.96 lux,100,184.96|True|0,0,965435,FALSE,89,3.01
1ba4fe7f-12be-4803-95b7-a89dca894d59,687746,COMPUTER_ROOM-2,07/23/2023 07:40,185.28,185.28 lux,100,185.28|True|0,0,965435,FALSE,93,3.01
83e24b01-27d4-4801-a57a-f7e3a30007b5,687746,COMPUTER_ROOM-2,07/23/2023 07:20,185.04,185.04 lux,100,185.04|True|0,0,965435,FALSE,89,3.01
37f0347d-57ff-4eb0-a9bc-57e819df5559,687746,COMPUTER_ROOM-2,07/23/2023 07:00,185.04,185.04 lux,100,185.04|True|0,0,965435,FALSE,94,3.01
59e0e58c-49e0-48c7-9311-f431b7e0372b,687746,COMPUTER_ROOM-2,07/23/2023 06:40,185.04,185.04 lux,100,185.04|True|0,0,965435,FALSE,86,3.01
7bf0feeb-c62f-43d5-b2de-e408eaa58c36,687746,COMPUTER_ROOM-2,07/23/2023 06:20,185.12,185.12 lux,100,185.12|True|0,0,965435,FALSE,90,3.01
4a792815-33c6-430c-93f4-b6f094af6b2b,687746,COMPUTER_ROOM-2,07/23/2023 06:00,185.12,185.12 lux,100,185.12|True|0,0,965435,FALSE,90,3.01
6487a0e6-65c1-4e2a-97b1-54aee60b2a49,687746,COMPUTER_ROOM-2,07/23/2023 05:40,185.2,185.2 lux,100,185.2|True|0,0,965435,FALSE,88,3.01
54cd0e37-d694-46b9-b11c-5b3e10177e2e,687746,COMPUTER_ROOM-2,07/23/2023 05:20,184.96,184.96 lux,100,184.96|True|0,0,965435,FALSE,90,3.01
7c52eef6-fbc8-4d43-ae83-309a8bb0e2a1,687746,COMPUTER_ROOM-2,07/23/2023 05:00,184.96,184.96 lux,100,184.96|True|0,0,965435,FALSE,88,3.01
7af4c895-e874-4622-be3c-50b58e66d9e7,687746,COMPUTER_ROOM-2,07/23/2023 04:40,185.04,185.04 lux,100,185.04|True|0,0,965435,FALSE,89,3.01
bf35f391-0f12-4b9c-8159-3db11195ce5f,687746,COMPUTER_ROOM-2,07/23/2023 04:20,184.96,184.96 lux,100,184.96|True|0,0,965435,FALSE,89,3.01
11d2d605-5da5-4a98-91fe-d145ea3e8f35,687746,COMPUTER_ROOM-2,07/23/2023 04:00,184.96,184.96 lux,100,184.96|True|0,0,965435,FALSE,87,3.01
b8768a81-f404-4895-be75-a631138bd230,687746,COMPUTER_ROOM-2,07/23/2023 03:40,185.12,185.12 lux,100,185.12|True|0,0,965435,FALSE,88,3.02
2cd5901f-899e-4273-9a81-dbf1d791c4be,687746,COMPUTER_ROOM-2,07/23/2023 03:20,185.12,185.12 lux,100,185.12|True|0,0,965435,FALSE,89,3.01
bdc22f3d-bbaa-483c-9ac3-1b82a899f814,687746,COMPUTER_ROOM-2,07/23/2023 03:00,185.12,185.12 lux,100,185.12|True|0,0,965435,FALSE,86,3.01
66bb0cc9-b7e8-473e-bd51-7d72a03d8a67,687746,COMPUTER_ROOM-2,07/23/2023 02:40,185.36,185.36 lux,100,185.36|True|0,0,965435,FALSE,86,3.01
9c95a10a-b6ad-4eb9-9f5e-fd1f1eb6a23f,687746,COMPUTER_ROOM-2,07/23/2023 02:20,185.2,185.2 lux,100,185.2|True|0,0,965435,FALSE,86,3.01
405334fa-0f64-4c1d-9199-abdbe78fee6b,687746,COMPUTER_ROOM-2,07/23/2023 02:00,185.28,185.28 lux,100,185.28|True|0,0,965435,FALSE,86,3.01
d54a8bf3-61ed-45b2-b8a7-28c99d08198f,687746,COMPUTER_ROOM-2,07/23/2023 01:40,185.44,185.44 lux,100,185.44|True|0,0,965435,FALSE,87,3.01
0947043f-f251-4a43-9899-380a983a3166,687746,COMPUTER_ROOM-2,07/23/2023 01:20,185.04,185.04 lux,100,185.04|True|0,0,965435,FALSE,84,3.01
09d9a77b-b687-4e91-854d-d4c17ad2e302,687746,COMPUTER_ROOM-2,07/23/2023 01:00,185.28,185.28 lux,100,185.28|True|0,0,965435,FALSE,89,3.01
90de7ccf-2c91-4184-aa8f-707c4602812a,687746,COMPUTER_ROOM-2,07/23/2023 00:40,185.12,185.12 lux,100,185.12|True|0,0,965435,FALSE,85,3.01
407aa6b5-ee80-4dcf-8b7c-d3116603d6ac,687746,COMPUTER_ROOM-2,07/23/2023 00:20,185.2,185.2 lux,100,185.2|True|0,0,965435,FALSE,85,3.01
503b5379-e87e-4f15-ad1c-68123d0ee0e1,687746,COMPUTER_ROOM-2,07/23/2023 00:00,185.12,185.12 lux,100,185.12|True|0,0,965435,FALSE,86,3.02
3d9b51d3-7960-4813-b561-acbe9fb30902,687746,COMPUTER_ROOM-2,07/22/2023 23:40,185.2,185.2 lux,100,185.2|True|0,0,965435,FALSE,88,3.01
0e3d62d6-5b83-469e-bd91-4ba7b479a1fd,687746,COMPUTER_ROOM-2,07/22/2023 23:20,185.04,185.04 lux,100,185.04|True|0,0,965435,FALSE,86,3.01
8e3cf569-d784-444e-b079-dc34f255ce04,687746,COMPUTER_ROOM-2,07/22/2023 23:00,185.2,185.2 lux,100,185.2|True|0,0,965435,FALSE,89,3.01
d21ca92f-8ab0-46b1-a59c-1556c0fdf0e9,687746,COMPUTER_ROOM-2,07/22/2023 22:40,185.04,185.04 lux,100,185.04|True|0,0,965435,FALSE,90,3.01
9ddd4e27-799e-4f3c-a463-411d95096f3c,687746,COMPUTER_ROOM-2,07/22/2023 22:20,185.2,185.2 lux,100,185.2|True|0,0,965435,FALSE,90,3.01
762ef70f-89d1-4afc-8466-6a9a4ffef9a5,687746,COMPUTER_ROOM-2,07/22/2023 22:00,185.04,185.04 lux,100,185.04|True|0,0,965435,FALSE,88,3.01
316efb7c-25ab-493d-9e89-47dcd865be23,687746,COMPUTER_ROOM-2,07/22/2023 21:40,185.2,185.2 lux,100,185.2|True|0,0,965435,FALSE,89,3.01
