DataMessageGUID,SensorID,Sensor Name,Date,Value,Formatted Value,Battery,Raw Data,Sensor State,GatewayID,Alert Sent,Signal Strength,Voltage
89bacbe1-aa1f-446c-87bc-128a16961cd2,688881,COMPUTER_ROOM-2,07/24/2023 13:13,70.7,70.7° F,100,21.5,16,965435,FALSE,92,3.23
148aef7e-00d1-4afd-b7d5-c5db7b63e01e,688881,COMPUTER_ROOM-2,07/24/2023 12:53,70.34,70.3° F,100,21.3,16,965435,FALSE,88,3.23
6fdc4659-7e8e-4119-98d6-99ce53ee4c4c,688881,COMPUTER_ROOM-2,07/24/2023 12:33,70.16,70.2° F,100,21.2,16,965435,FALSE,86,3.24
33385c0e-91d8-4097-a075-c3a18267acaa,688881,COMPUTER_ROOM-2,07/24/2023 12:13,70.52,70.5° F,100,21.4,16,965435,FALSE,89,3.23
27217fe4-746e-4ef7-92d4-60186c928b79,688881,COMPUTER_ROOM-2,07/24/2023 11:53,70.7,70.7° F,100,21.5,16,965435,FALSE,90,3.23
3decdf63-fdf3-4172-ae0f-a40e3f76f1a8,688881,COMPUTER_ROOM-2,07/24/2023 11:33,70.34,70.3° F,100,21.3,16,965435,FALSE,93,3.24
91e6fb74-f178-41b6-8046-b62e583ab9b5,688881,COMPUTER_ROOM-2,07/24/2023 11:13,70.34,70.3° F,100,21.3,16,965435,FALSE,90,3.23
d578e359-b965-4bef-9f60-f776ecf3fd04,688881,COMPUTER_ROOM-2,07/24/2023 10:53,70.52,70.5° F,100,21.4,16,965435,FALSE,92,3.24
c8ccc862-dffa-438e-9704-81b6e4062f7b,688881,COMPUTER_ROOM-2,07/24/2023 10:33,70.16,70.2° F,100,21.2,16,965435,FALSE,90,3.25
32f70d40-7a31-4c15-8c96-b07df18ae919,688881,COMPUTER_ROOM-2,07/24/2023 10:13,70.16,70.2° F,100,21.2,16,965435,FALSE,90,3.23
a2024d9d-9a21-498a-9cd6-d5f9209159a2,688881,COMPUTER_ROOM-2,07/24/2023 09:53,70.7,70.7° F,100,21.5,16,965435,FALSE,90,3.23
4c45cfbb-9b43-403a-8646-c8b46ff7250a,688881,COMPUTER_ROOM-2,07/24/2023 09:33,70.34,70.3° F,100,21.3,16,965435,FALSE,93,3.23
89bad403-76dd-423b-9466-a44dc59569dc,688881,COMPUTER_ROOM-2,07/24/2023 09:13,69.98,70° F,100,21.1,16,965435,FALSE,94,3.23
77ba54ef-6881-4563-a364-ce0b7fd71099,688881,COMPUTER_ROOM-2,07/24/2023 08:53,70.52,70.5° F,100,21.4,16,965435,FALSE,95,3.23
cd2973db-ec0f-483e-96df-b3060b57c413,688881,COMPUTER_ROOM-2,07/24/2023 08:33,70.52,70.5° F,100,21.4,16,965435,FALSE,91,3.23
2f5ca48c-bc47-45a1-b62b-f103876ff72c,688881,COMPUTER_ROOM-2,07/24/2023 08:13,69.98,70° F,100,21.1,16,965435,FALSE,92,3.23
52dedcfd-157f-4597-b6c3-b70e2c9a43f1,688881,COMPUTER_ROOM-2,07/24/2023 07:53,70.7,70.7° F,100,21.5,16,965435,FALSE,88,3.23
7781deb4-08e1-41e0-b514-8afb09bf8c4c,688881,COMPUTER_ROOM-2,07/24/2023 07:33,70.34,70.3° F,100,21.3,16,965435,FALSE,90,3.23
ca0f4e1d-9d9f-43e9-87bd-2593f7c7da0f,688881,COMPUTER_ROOM-2,07/24/2023 07:13,70.16,70.2° F,100,21.2,16,965435,FALSE,92,3.23
d717354b-0ac9-4cb8-9cdc-d622d0439d47,688881,COMPUTER_ROOM-2,07/24/2023 06:53,70.52,70.5° F,100,21.4,16,965435,FALSE,92,3.23
6be0d586-2d35-45fd-a830-88343ea1f4f0,688881,COMPUTER_ROOM-2,07/24/2023 06:33,70.34,70.3° F,100,21.3,16,965435,FALSE,92,3.23
3174fb59-8691-44da-813c-f9087a50c9e7,688881,COMPUTER_ROOM-2,07/24/2023 06:13,70.16,70.2° F,100,21.2,16,965435,FALSE,90,3.23
9dab1570-7560-4837-9dd2-66a80e2a3c09,688881,COMPUTER_ROOM-2,07/24/2023 05:53,70.52,70.5° F,100,21.4,16,965435,FALSE,90,3.23
e6e9ce94-1177-45b7-b49a-69f2fba26f76,688881,COMPUTER_ROOM-2,07/24/2023 05:33,70.16,70.2° F,100,21.2,16,965435,FALSE,90,3.23
20de97c4-5cc0-4cd1-b359-9ba4e09e48cf,688881,COMPUTER_ROOM-2,07/24/2023 05:13,70.52,70.5° F,100,21.4,16,965435,FALSE,90,3.23
bc8209fc-35c3-4017-85d9-e293fed0b26b,688881,COMPUTER_ROOM-2,07/24/2023 04:53,70.52,70.5° F,100,21.4,16,965435,FALSE,95,3.24
449076f1-eb13-494f-bedd-2c75a38188b0,688881,COMPUTER_ROOM-2,07/24/2023 04:33,69.98,70° F,100,21.1,16,965435,FALSE,92,3.23
f7f43401-fb59-47bb-9726-2a4b3cf99c32,688881,COMPUTER_ROOM-2,07/24/2023 04:13,70.52,70.5° F,100,21.4,16,965435,FALSE,89,3.23
c516e639-dc26-4a0e-8661-ce60c83e84c1,688881,COMPUTER_ROOM-2,07/24/2023 03:53,70.16,70.2° F,100,21.2,16,965435,FALSE,92,3.23
74025174-f819-4422-87b0-74b4eef5d7bc,688881,COMPUTER_ROOM-2,07/24/2023 03:33,70.52,70.5° F,100,21.4,16,965435,FALSE,92,3.23
89d4201f-f2f1-4086-aed3-4cb8075d6ab1,688881,COMPUTER_ROOM-2,07/24/2023 03:13,70.16,70.2° F,100,21.2,16,965435,FALSE,91,3.23
7b4ec482-769b-4b47-9306-0265956c8b94,688881,COMPUTER_ROOM-2,07/24/2023 02:53,70.7,70.7° F,100,21.5,16,965435,FALSE,91,3.23
d81a57cd-5b3f-4b80-af05-05e9b727dcad,688881,COMPUTER_ROOM-2,07/24/2023 02:33,70.16,70.2° F,100,21.2,16,965435,FALSE,92,3.23
f6b24d05-03ab-454b-9719-4b56ea3d9003,688881,COMPUTER_ROOM-2,07/24/2023 02:13,70.52,70.5° F,100,21.4,16,965435,FALSE,92,3.24
b1326b3c-b94d-4298-b911-46c1eeda5297,688881,COMPUTER_ROOM-2,07/24/2023 01:53,70.16,70.2° F,100,21.2,16,965435,FALSE,93,3.23
647957d0-2d3e-47d1-b562-ea8444fd6a5e,688881,COMPUTER_ROOM-2,07/24/2023 01:33,70.7,70.7° F,100,21.5,16,965435,FALSE,92,3.24
f4caca1d-ba41-4af6-bb3e-e9d74cc1cbab,688881,COMPUTER_ROOM-2,07/24/2023 01:13,70.52,70.5° F,100,21.4,16,965435,FALSE,92,3.23
4e9bc5fb-0a69-477e-94ec-00d9e6649c9e,688881,COMPUTER_ROOM-2,07/24/2023 00:53,70.16,70.2° F,100,21.2,16,965435,FALSE,94,3.23
b0fde449-c066-4d7a-9097-45d005b528b1,688881,COMPUTER_ROOM-2,07/24/2023 00:33,70.52,70.5° F,100,21.4,16,965435,FALSE,94,3.24
3c92a607-f5ae-4693-9a4a-7ee706a12a28,688881,COMPUTER_ROOM-2,07/24/2023 00:13,70.52,70.5° F,100,21.4,16,965435,FALSE,89,3.23
9e139161-7e2d-4c14-bc86-da9b1c58b601,688881,COMPUTER_ROOM-2,07/23/2023 23:53,70.16,70.2° F,100,21.2,16,965435,FALSE,92,3.23
9431794f-691e-45ca-ba58-f9e57bc2eae4,688881,COMPUTER_ROOM-2,07/23/2023 23:33,70.7,70.7° F,100,21.5,16,965435,FALSE,94,3.23
cb882f62-8e68-497b-886b-ee39011c1a35,688881,COMPUTER_ROOM-2,07/23/2023 23:13,70.34,70.3° F,100,21.3,16,965435,FALSE,94,3.23
feb264d9-6113-404a-bc31-21ea9b755b68,688881,COMPUTER_ROOM-2,07/23/2023 22:53,70.34,70.3° F,100,21.3,16,965435,FALSE,92,3.24
a53ddb1b-d50a-44e8-831c-667c329966e4,688881,COMPUTER_ROOM-2,07/23/2023 22:33,70.52,70.5° F,100,21.4,16,965435,FALSE,92,3.26
c94b2382-379b-431e-904d-3aab438fa256,688881,COMPUTER_ROOM-2,07/23/2023 22:13,70.16,70.2° F,100,21.2,16,965435,FALSE,92,3.23
f4801bd2-4e84-44f0-84f3-08f3688876fb,688881,COMPUTER_ROOM-2,07/23/2023 21:53,70.52,70.5° F,100,21.4,16,965435,FALSE,90,3.23
abd9e805-0739-4b82-a5f1-f3296052dd4f,688881,COMPUTER_ROOM-2,07/23/2023 21:33,70.34,70.3° F,100,21.3,16,965435,FALSE,92,3.23
3e39991e-b05b-4d1f-8625-7250415b3597,688881,COMPUTER_ROOM-2,07/23/2023 21:13,70.16,70.2° F,100,21.2,16,965435,FALSE,89,3.23
6cca8301-6e96-4cc8-889a-1f34dc9ca469,688881,COMPUTER_ROOM-2,07/23/2023 20:53,70.52,70.5° F,100,21.4,16,965435,FALSE,90,3.23
da0b7944-d44f-4c56-92b0-0c1b8dc07e81,688881,COMPUTER_ROOM-2,07/23/2023 20:33,69.98,70° F,100,21.1,16,965435,FALSE,92,3.24
55d9a3df-29b1-4a86-a80e-34a7a5a17a67,688881,COMPUTER_ROOM-2,07/23/2023 20:13,70.52,70.5° F,100,21.4,16,965435,FALSE,89,3.23
df97b3b4-6095-4356-a072-80ee018ca23d,688881,COMPUTER_ROOM-2,07/23/2023 19:53,70.34,70.3° F,100,21.3,16,965435,FALSE,90,3.23
5999da5b-f0d4-4766-af6c-e6794a6e15cf,688881,COMPUTER_ROOM-2,07/23/2023 19:33,70.16,70.2° F,100,21.2,16,965435,FALSE,90,3.23
3e1ee313-bed1-44d1-a8da-844b12158be3,688881,COMPUTER_ROOM-2,07/23/2023 19:13,70.52,70.5° F,100,21.4,16,965435,FALSE,90,3.23
d3d48abc-79be-43fa-834e-7ddfd3248ae7,688881,COMPUTER_ROOM-2,07/23/2023 18:53,70.16,70.2° F,100,21.2,16,965435,FALSE,92,3.23
1f71e107-cb86-4e23-9b0a-c3fb8022c725,688881,COMPUTER_ROOM-2,07/23/2023 18:33,70.52,70.5° F,100,21.4,16,965435,FALSE,90,3.24
cf710a3b-b2dc-4ae3-9b99-6b6fe5be371c,688881,COMPUTER_ROOM-2,07/23/2023 18:13,70.34,70.3° F,100,21.3,16,965435,FALSE,90,3.23
05a4a629-9790-4ec0-955a-797025367748,688881,COMPUTER_ROOM-2,07/23/2023 17:53,70.16,70.2° F,100,21.2,16,965435,FALSE,92,3.23
ead29267-5e6d-4b9c-83d5-b8d651c8c287,688881,COMPUTER_ROOM-2,07/23/2023 17:33,70.52,70.5° F,100,21.4,16,965435,FALSE,91,3.24
4ddfb981-62a9-43d2-929e-d60ce97ded54,688881,COMPUTER_ROOM-2,07/23/2023 17:13,70.16,70.2° F,100,21.2,16,965435,FALSE,91,3.23
a6da311f-c55b-4b39-b5cb-f118b1b7fd1b,688881,COMPUTER_ROOM-2,07/23/2023 16:53,70.34,70.3° F,100,21.3,16,965435,FALSE,93,3.24
25873331-1f66-4878-8103-f4b4009f4755,688881,COMPUTER_ROOM-2,07/23/2023 16:33,70.7,70.7° F,100,21.5,16,965435,FALSE,94,3.23
8d3f7f71-50e1-4539-b402-755558f5e9d1,688881,COMPUTER_ROOM-2,07/23/2023 16:13,70.52,70.5° F,100,21.4,16,965435,FALSE,94,3.24
d6364bc0-31b5-4002-b77c-cf1e5e649b71,688881,COMPUTER_ROOM-2,07/23/2023 15:53,70.16,70.2° F,100,21.2,16,965435,FALSE,92,3.23
7baededd-94f2-4673-98be-f541bcfb4098,688881,COMPUTER_ROOM-2,07/23/2023 15:33,70.34,70.3° F,100,21.3,16,965435,FALSE,93,3.23
5dc4c0bc-b9f4-4f16-80b0-d1b5c084928c,688881,COMPUTER_ROOM-2,07/23/2023 15:13,70.7,70.7° F,100,21.5,16,965435,FALSE,91,3.24
f8cd5e5d-190a-497b-917a-3ee464d9e41a,688881,COMPUTER_ROOM-2,07/23/2023 14:53,70.7,70.7° F,100,21.5,16,965435,FALSE,91,3.23
6ce87d99-8975-46f5-87aa-f6d4639ed2d2,688881,COMPUTER_ROOM-2,07/23/2023 14:33,70.52,70.5° F,100,21.4,16,965435,FALSE,91,3.23
7767cd8a-7463-43ed-8ed0-642c600a9d82,688881,COMPUTER_ROOM-2,07/23/2023 14:13,70.16,70.2° F,100,21.2,16,965435,FALSE,91,3.23
23a2f450-7d9b-4654-a0f6-d5f4b50242fc,688881,COMPUTER_ROOM-2,07/23/2023 13:53,70.16,70.2° F,100,21.2,16,965435,FALSE,93,3.24
d357e94b-6ade-42ed-bf64-388a8e1348be,688881,COMPUTER_ROOM-2,07/23/2023 13:33,70.7,70.7° F,100,21.5,16,965435,FALSE,92,3.24
4cf32933-8655-4be3-9678-750e56365768,688881,COMPUTER_ROOM-2,07/23/2023 13:13,70.7,70.7° F,100,21.5,16,965435,FALSE,94,3.24
934ea963-3707-4cfb-b978-ed7922423f37,688881,COMPUTER_ROOM-2,07/23/2023 12:53,70.34,70.3° F,100,21.3,16,965435,FALSE,95,3.23
9ce56e55-d317-4e12-9628-6a42a5497a53,688881,COMPUTER_ROOM-2,07/23/2023 12:33,70.16,70.2° F,100,21.2,16,965435,FALSE,95,3.23
02a3e1e3-5803-4887-af5b-6df9d961af65,688881,COMPUTER_ROOM-2,07/23/2023 12:13,70.52,70.5° F,100,21.4,16,965435,FALSE,94,3.24
aad268c2-4039-47cd-8a13-59813008eba0,688881,COMPUTER_ROOM-2,07/23/2023 11:53,70.52,70.5° F,100,21.4,16,965435,FALSE,91,3.24
0ef4f1f1-62e9-45ef-a3d6-8dcc896957f2,688881,COMPUTER_ROOM-2,07/23/2023 11:33,70.16,70.2° F,100,21.2,16,965435,FALSE,92,3.24
8b1be7e9-6bf7-4c51-82e2-d0e126b8413c,688881,COMPUTER_ROOM-2,07/23/2023 11:13,70.52,70.5° F,100,21.4,16,965435,FALSE,92,3.24
7e1fb7a4-2778-4a45-9847-648b2e83c91e,688881,COMPUTER_ROOM-2,07/23/2023 10:53,70.7,70.7° F,100,21.5,16,965435,FALSE,89,3.24
005bc640-1b25-4dfc-812e-008b69fa8815,688881,COMPUTER_ROOM-2,07/23/2023 10:33,70.7,70.7° F,100,21.5,16,965435,FALSE,93,3.26
0aafdba7-5564-452e-860b-013cef7a78e2,688881,COMPUTER_ROOM-2,07/23/2023 10:13,70.52,70.5° F,100,21.4,16,965435,FALSE,90,3.23
af84c4d4-af24-472f-adf7-710787e90b12,688881,COMPUTER_ROOM-2,07/23/2023 09:53,70.16,70.2° F,100,21.2,16,965435,FALSE,92,3.23
c8b703b3-b457-4238-a36d-656d180a5d61,688881,COMPUTER_ROOM-2,07/23/2023 09:33,70.34,70.3° F,100,21.3,16,965435,FALSE,91,3.23
5fff21f7-9028-463a-81b5-19e776388e2e,688881,COMPUTER_ROOM-2,07/23/2023 09:13,70.7,70.7° F,100,21.5,16,965435,FALSE,90,3.23
5da02a3a-7ffe-48c7-97cd-c3fe89c74e6b,688881,COMPUTER_ROOM-2,07/23/2023 08:53,70.7,70.7° F,100,21.5,16,965435,FALSE,92,3.23
abbe3417-c832-4f78-92bb-670ec7cf0551,688881,COMPUTER_ROOM-2,07/23/2023 08:33,70.52,70.5° F,100,21.4,16,965435,FALSE,91,3.23
11103475-66b9-4a50-b39e-83a0baebaeb2,688881,COMPUTER_ROOM-2,07/23/2023 08:13,70.16,70.2° F,100,21.2,16,965435,FALSE,91,3.23
be1b279f-4e6d-4748-aca2-f4f26b1a4116,688881,COMPUTER_ROOM-2,07/23/2023 07:53,70.52,70.5° F,100,21.4,16,965435,FALSE,90,3.24
6dbc527d-9f05-4c1e-beba-7cfdcf448ca6,688881,COMPUTER_ROOM-2,07/23/2023 07:33,70.7,70.7° F,100,21.5,16,965435,FALSE,87,3.23
60b0c455-a50c-4110-9d31-204150856c5f,688881,COMPUTER_ROOM-2,07/23/2023 07:13,70.34,70.3° F,100,21.3,16,965435,FALSE,90,3.23
c3f4d769-f333-4d12-ac46-95c93ac8dd4f,688881,COMPUTER_ROOM-2,07/23/2023 06:53,70.34,70.3° F,100,21.3,16,965435,FALSE,95,3.24
628f31b8-ea77-4f6c-ba36-802749309a30,688881,COMPUTER_ROOM-2,07/23/2023 06:33,70.7,70.7° F,100,21.5,16,965435,FALSE,94,3.23
05b3a849-390b-4ccc-b214-b2fc97963f66,688881,COMPUTER_ROOM-2,07/23/2023 06:13,70.52,70.5° F,100,21.4,16,965435,FALSE,93,3.23
883eaa77-a56a-4ed0-9b76-597fac4b2226,688881,COMPUTER_ROOM-2,07/23/2023 05:53,70.34,70.3° F,100,21.3,16,965435,FALSE,95,3.23
d2a42caa-5972-4965-90ca-87957f72bfbf,688881,COMPUTER_ROOM-2,07/23/2023 05:33,70.34,70.3° F,100,21.3,16,965435,FALSE,93,3.23
23f37e1d-b1df-4bad-814a-6040ce986ec6,688881,COMPUTER_ROOM-2,07/23/2023 05:13,70.52,70.5° F,100,21.4,16,965435,FALSE,95,3.23
3153d1a7-8136-43f4-8c14-129845793ae3,688881,COMPUTER_ROOM-2,07/23/2023 04:53,70.16,70.2° F,100,21.2,16,965435,FALSE,95,3.23
f9793c02-12d8-4a94-8d13-928fa21e6150,688881,COMPUTER_ROOM-2,07/23/2023 04:33,70.7,70.7° F,100,21.5,16,965435,FALSE,95,3.23
d72fdebf-a00d-4343-8ea7-08ffa9b1bf2d,688881,COMPUTER_ROOM-2,07/23/2023 04:13,70.34,70.3° F,100,21.3,16,965435,FALSE,95,3.23
98fc66ca-9898-404b-b096-1c027921d388,688881,COMPUTER_ROOM-2,07/23/2023 03:53,70.16,70.2° F,100,21.2,16,965435,FALSE,95,3.23
be5b3b78-0dea-4447-b774-52fcc9008472,688881,COMPUTER_ROOM-2,07/23/2023 03:33,70.52,70.5° F,100,21.4,16,965435,FALSE,96,3.23
2ee13d87-f7b0-4e1c-bc73-e447dcef2541,688881,COMPUTER_ROOM-2,07/23/2023 03:13,70.52,70.5° F,100,21.4,16,965435,FALSE,94,3.23
efe4382a-accd-45d0-b70d-3d6ae5d58aeb,688881,COMPUTER_ROOM-2,07/23/2023 02:53,70.16,70.2° F,100,21.2,16,965435,FALSE,94,3.23
9348c1f2-ddd5-4c5a-bdb8-cb6b74ca9812,688881,COMPUTER_ROOM-2,07/23/2023 02:33,70.52,70.5° F,100,21.4,16,965435,FALSE,93,3.23
6d6f9233-20c2-491a-bb17-54affb13416f,688881,COMPUTER_ROOM-2,07/23/2023 02:13,70.16,70.2° F,100,21.2,16,965435,FALSE,94,3.23
a8a65ff5-be41-4bec-8c99-26bfa898e42e,688881,COMPUTER_ROOM-2,07/23/2023 01:53,70.52,70.5° F,100,21.4,16,965435,FALSE,94,3.23
905ed5da-c7c1-4170-8f29-72018d4f91ec,688881,COMPUTER_ROOM-2,07/23/2023 01:33,70.34,70.3° F,100,21.3,16,965435,FALSE,92,3.23
579a2d19-2ed6-4d16-ae78-3c7618782920,688881,COMPUTER_ROOM-2,07/23/2023 01:13,70.52,70.5° F,100,21.4,16,965435,FALSE,93,3.23
e4acec07-9d6f-4dd4-9224-3959a28b7b60,688881,COMPUTER_ROOM-2,07/23/2023 00:53,70.16,70.2° F,100,21.2,16,965435,FALSE,94,3.23
cc11518f-b556-448f-a134-eceebe256d75,688881,COMPUTER_ROOM-2,07/23/2023 00:33,70.34,70.3° F,100,21.3,16,965435,FALSE,93,3.23
b2b5d710-9403-4307-8794-57761e122b5a,688881,COMPUTER_ROOM-2,07/23/2023 00:13,70.34,70.3° F,100,21.3,16,965435,FALSE,94,3.24
061f7c1b-6f03-4dbd-81f8-7e5ab2861082,688881,COMPUTER_ROOM-2,07/22/2023 23:53,70.16,70.2° F,100,21.2,16,965435,FALSE,94,3.23
f6521b05-6dac-4945-9fcb-457a4c85829c,688881,COMPUTER_ROOM-2,07/22/2023 23:33,70.34,70.3° F,100,21.3,16,965435,FALSE,94,3.23
2b6eb5e2-3d0d-4490-aa3c-63da877cde27,688881,COMPUTER_ROOM-2,07/22/2023 23:13,70.16,70.2° F,100,21.2,16,965435,FALSE,92,3.24
0c5a0eed-1af6-4a9d-b816-624c9f426bcc,688881,COMPUTER_ROOM-2,07/22/2023 22:53,70.52,70.5° F,100,21.4,16,965435,FALSE,90,3.24
8fe29997-ccfa-464c-bcb2-bf84233ccd7e,688881,COMPUTER_ROOM-2,07/22/2023 22:33,70.16,70.2° F,100,21.2,16,965435,FALSE,91,3.26
8b747ea6-caf8-4819-ab69-74ab7bc1e2e4,688881,COMPUTER_ROOM-2,07/22/2023 22:13,70.52,70.5° F,100,21.4,16,965435,FALSE,88,3.23
fcba1c39-827e-47c4-9ed4-32be41c039c2,688881,COMPUTER_ROOM-2,07/22/2023 21:53,70.16,70.2° F,100,21.2,16,965435,FALSE,92,3.24
ff9245a4-0cdc-48e5-a047-e430ee341c13,688881,COMPUTER_ROOM-2,07/22/2023 21:33,70.34,70.3° F,100,21.3,16,965435,FALSE,92,3.23
518ce2b2-3811-419a-b380-f5fed79b7d1a,688881,COMPUTER_ROOM-2,07/22/2023 21:13,70.34,70.3° F,100,21.3,16,965435,FALSE,90,3.23
bc19367d-dbb1-42c9-909e-d746eccd1d16,688881,COMPUTER_ROOM-2,07/22/2023 20:53,70.34,70.3° F,100,21.3,16,965435,FALSE,90,3.23
493f281c-80fe-4f58-9bc7-227ff7ac663c,688881,COMPUTER_ROOM-2,07/22/2023 20:33,70.52,70.5° F,100,21.4,16,965435,FALSE,90,3.23
2453f70c-de10-40c5-b2a6-d83a7bdabc68,688881,COMPUTER_ROOM-2,07/22/2023 20:13,70.34,70.3° F,100,21.3,16,965435,FALSE,89,3.24
a4baaa35-bc2a-4e71-a31a-d7b16e123e56,688881,COMPUTER_ROOM-2,07/22/2023 19:53,70.52,70.5° F,100,21.4,16,965435,FALSE,88,3.23
5d3b2033-f845-4dff-b517-d2b3c49fece7,688881,COMPUTER_ROOM-2,07/22/2023 19:33,70.16,70.2° F,100,21.2,16,965435,FALSE,90,3.23
